,Country,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
107,IDA only,1619108694.0,1648503769.0,1852942271.0,1994290157.0,2227725279.0,2754114064.0,3389459543.0,4194541263.0,3840600776.0,3898209145.0,4305329163.0,4767387382.0,5217293066.0,4734665359.0,5435510885.0,4769583067.0,5398646390.0,6148427536.0,6210425438.0,327000000.0,422818386.53526473,298425752.07771295,208710953.2477695,152116034.11589104,213814273.5665959,131752439.61714561
109,India,1361000000.0,1362000000.0,800000000.0,967000000.0,2090000000.0,1893000000.0,2471000000.0,2477000000.0,3840600776.0,3898209145.0,4305329163.0,1765000000.0,2269000000.0,2897000000.0,2848000000.0,2808000000.0,3413000000.0,4471000000.0,5680000000.0,3203000000.0,3497216570.1715903,3565192882.26446,2999398092.88636,3149017243.8102727,3301712679.0325146,3290815649.185513
112,"Iran, Islamic Rep.",6000000.0,240000000.0,278000000.0,309000000.0,388000000.0,382000000.0,526000000.0,704000000.0,698000000.0,915000000.0,780000000.0,610000000.0,625000000.0,678000000.0,666000000.0,909000000.0,1061000000.0,576000000.0,5680000000.0,3203000000.0,3260393078.184476,3225323041.2392,3172050558.9157267,3177275372.3595796,3194844556.0680037,3190981703.1684637
115,Israel,942000000.0,779000000.0,791000000.0,867000000.0,885000000.0,887000000.0,991000000.0,1006000000.0,960000000.0,1018000000.0,1099000000.0,1099000000.0,1215000000.0,1345000000.0,1494000000.0,1763000000.0,1928000000.0,2097000000.0,2236000000.0,371000000.0,369450808.67704314,359602923.0185371,359602923.0185371,347092291.0330118,334862479.2425722,322674706.91221476
117,Jamaica,21000000.0,16000000.0,17000000.0,32000000.0,41000000.0,42000000.0,42000000.0,44000000.0,43000000.0,42000000.0,54000000.0,234000000.0,214000000.0,259000000.0,178000000.0,157000000.0,184000000.0,219000000.0,224000000.0,160000000.0,161742474.5868325,152549639.68108737,108426461.7686181,110705667.81113198,105893892.02500826,115556767.58605327
118,Jordan,42000000.0,51000000.0,51000000.0,61000000.0,68000000.0,119000000.0,141000000.0,136000000.0,138000000.0,164000000.0,119000000.0,113000000.0,110000000.0,109000000.0,107000000.0,109000000.0,110000000.0,106000000.0,108000000.0,27000000.0,27420038.34344843,26704338.7142919,26590659.2539114,26531726.588998392,26511754.339047734,26471300.32153359
119,Japan,8995000000.0,8321000000.0,7547000000.0,9923000000.0,10531000000.0,10779000000.0,10747000000.0,11070000000.0,9588000000.0,11356000000.0,12498000000.0,13061000000.0,10383000000.0,9295000000.0,7278000000.0,7406000000.0,7586000000.0,7899000000.0,7869000000.0,1293000000.0,1288234279.8340948,1270487605.3775313,1262409403.5734158,1305048283.5269403,1326129507.4446166,1373932501.1555302
120,Kazakhstan,88000000.0,106000000.0,114000000.0,153000000.0,187000000.0,239000000.0,314000000.0,283000000.0,187000000.0,216000000.0,220000000.0,337000000.0,304000000.0,256000000.0,179000000.0,133000000.0,135000000.0,165000000.0,192000000.0,35000000.0,31409326.573177945,31641086.072431885,37536586.82457097,36018293.38172213,33621812.48109744,29131660.590623386
122,Kyrgyz Republic,9000000.0,17000000.0,18000000.0,23000000.0,36000000.0,50000000.0,103000000.0,146000000.0,126000000.0,127000000.0,145000000.0,179000000.0,155000000.0,178000000.0,136000000.0,121000000.0,130000000.0,137000000.0,128000000.0,96000000.0,96530396.77987148,96026078.22147901,95229996.79939175,95773325.57570508,95251082.77977693,96269558.05265084
123,Cambodia,22000000.0,26000000.0,24000000.0,32000000.0,41000000.0,54000000.0,71000000.0,83000000.0,59000000.0,70000000.0,80000000.0,92000000.0,114000000.0,126000000.0,131000000.0,146000000.0,178000000.0,217000000.0,251000000.0,44000000.0,45808181.565482624,44384628.26425699,42942012.49437544,40819497.35497426,39864974.11662628,39499882.92108995
126,"Korea, Rep.",732000000.0,975000000.0,960000000.0,1157000000.0,1518000000.0,2138000000.0,2474000000.0,2391000000.0,1320000000.0,2022000000.0,2275000000.0,2289000000.0,2811000000.0,2944000000.0,2687000000.0,2574000000.0,2762000000.0,2889000000.0,2600000000.0,548000000.0,526510771.03000695,541534547.0746703,542327994.5579152,569577912.1193796,575896571.6896735,563478356.7107897
